publishedAt,title,artist,rating,genres
2019-08-01T23:03:40Z,Self-Titled,Purple Mountains,8,alt-country;singer-songwriter;folk rock
2019-08-02T18:16:03Z,The Lost Boy,YBN Cordae,7,conscious hip hop;jazz rap;trap rap
2019-08-06T01:40:38Z,The Sailor,Rich Brian,6,trap rap;alternative r&b;art pop
2019-08-07T20:26:44Z,Immunity,Clairo,5,indie pop
2019-08-08T21:14:04Z,Do You Feel Me?,Oliver Tree,7,pop rap;electropop;pop rock
2019-08-12T23:32:58Z,Planetary Clairvoyance,Tomb Mold,6,death metal
2019-08-14T02:11:25Z,"i,i",Bon Iver,6,art pop;folktronica
2019-08-14T20:49:56Z,Negative Space,Swain,7,alternative rock;grunge
2019-08-16T01:43:42Z,We Are Not Your Kind,Slipknot,6,nu metal;alternative metal;industrial metal
2019-08-17T19:24:58Z,King's Mouth,The Flaming Lips,6,neo-psychedelia;progressive pop
2019-08-20T23:10:27Z,Infest the Rats' Nest,King Gizzard & The Lizard Wizard,8,thrash metal;heavy psych
2019-08-21T21:20:15Z,So Much Fun,Young Thug,7,trap rap
2019-08-23T00:10:00Z,Face Stabber,Oh Sees,6,psych rock;krautrock;jam band
2019-08-25T19:53:20Z,The Center Won't Hold,Sleater-Kinney,5,indie rock
2019-08-27T03:17:09Z,GINGER,BROCKHAMPTON,8,alternative hip hop;sad boiband
2019-08-28T00:00:08Z,Lover,Taylor Swift,6,pop
2019-08-30T00:37:05Z,A Different Shade of Blue,Knocked Loose,6,metalcore;deathcore
2019-08-31T04:28:23Z,Eve,Rapsody,7,conscious hip hop
2019-09-01T01:34:48Z,93PUNX,"93PUNX, Vic Mensa",1,pop punk;emo trap
2019-09-03T20:57:06Z,Fear Inoculum,Tool,4,alternative metal;prog metal
2019-09-05T02:06:42Z,Animated Violence Mild,Blanck Mass,7,electro-industrial;trance;power noise
2019-09-06T02:26:32Z,Norman [Fricking] Rockwell!,Lana Del Rey,8,dreamy chamber pop;soft rock;singer-songwriter
2019-09-07T01:04:59Z,Braindrops,Tropical [Frick] Storm,8,dystopian art punk
2019-09-11T02:59:52Z,Hollywood's Bleeding,Post Malone,5,pop rap;alternative r&b;emo trap
2019-09-13T15:57:21Z,Mirrorland,EarthGang,6,pop rap;southern hip hop;neo-soul
2019-09-14T22:23:23Z,Is He Real?,IDK,6,conscious hip hop;pop rap;trap
2019-09-17T02:03:39Z,Miami Memory,Alex Cameron,8,pop rock;heartland rock;synthpop
2019-09-18T02:24:02Z,All My Heroes Are Cornballs,JPEGMAFIA,8,alternative r&b;experimental hip hop
2019-09-19T03:22:43Z,Charli,Charli XCX,9,future pop;bubblegum bass
2019-09-20T02:06:13Z,Self-Titled,The Highwomen,8,country
2019-09-21T02:20:51Z,House of Sugar,(Sandy) Alex G,5,singer-songwriter;psych folk;indietronica;alt-country
2019-09-23T22:25:36Z,Emmanuel,Ameer Vann,4,trap rap;hardcore hip hop
2019-09-24T23:51:22Z,Birth of Violence,Chelsea Wolfe,5,singer-songwriter;dark folk;gothic country
2019-09-26T22:41:14Z,XYZ,"Iglooghost, Kai Whiston & BABii",7,wonky;bubblegum bass;glitch hop
2019-09-27T17:47:39Z,Memory,Vivian Girls,6,indie rock;noise pop;garage punk
2019-09-28T16:17:14Z,Nine,blink-182,2,pop punk
2019-10-02T01:28:15Z,Jaime,Brittany Howard,7,psychedelic soul;blues rock
2019-10-03T01:08:12Z,The Fall of Hobo Johnson,Hobo Johnson,8,emo rap;spoken word;alternative rock
2019-10-04T01:35:23Z,Kirk,DaBaby,5,trap rap
2019-10-05T16:14:43Z,Come in,Weatherday,7,lo-fi indie;singer-songwriter;noise pop;emo
2019-10-09T01:41:47Z,uknowhatimsayin¿,Danny Brown,8,alternative hip hop;hardcore hip hop
2019-10-10T01:09:41Z,Terror Management,billy woods,6,abstract hip hop
2019-10-15T01:44:11Z,Sound & Fury,Sturgill Simpson,5,hard rock;southern rock;alt-country
2019-10-16T00:00:24Z,All Mirrors,Angel Olsen,6,chamber pop;dream pop
2019-10-17T02:30:02Z,Ghosteen,Nick Cave and the Bad Seeds,7,ambient;singer-songwriter;spoken word
2019-10-18T01:28:32Z,2020,Richard Dawson,9,art rock;avant-folk;singer-songwriter
2019-10-19T02:14:46Z,Two Hands,Big Thief,7,indie folk;indie rock
2019-10-22T00:27:55Z,Little Electric Chicken Heart,Ana Frango Elétrico,8,chamber pop;samba jazz;indie rock
2019-10-23T02:20:11Z,Sonic Citadel,Lightning Bolt,8,noise rock
2019-10-24T01:44:52Z,Juice B Crypts,Battles,5,experimental rock;math rock;neo-psychedelia;indietronica
2019-10-25T01:06:35Z,Pang,Caroline Polachek,8,art pop;alternative r&b
2019-10-27T01:51:49Z,There Existed an Addiction to Blood,clipping.,8,industrial hip hop;horrorcore;noise;field recordings
2019-10-28T21:08:23Z,Jesus Is King,Kanye West,4,christian hip hop;gospel trap;alternative r&b
2019-10-31T01:33:34Z,leaving meaning.,Swans,7,avant-folk;post-rock;gothic country;drone
2019-11-01T02:06:17Z,Pony,Rex Orange County,5,indie pop;neo-soul
2019-11-05T02:22:32Z,Feet of Clay,Earl Sweatshirt,5,abstract hip hop
2019-11-06T02:59:08Z,Pyroclasts,Sunn O))),8,drone metal
2019-11-08T00:34:22Z,[USA],Anamanaguchi,8,chiptune;bitpop
2019-11-09T00:53:14Z,One of the Best Yet,Gang Starr,7,east coast hip hop;boom bap
2019-11-12T02:19:48Z,HWH7,Westside Gunn,5,east coast hip hop;hardcore hip hop
2019-11-13T04:10:53Z,Magdalene,FKA twigs,7,art pop;alternative r&b
2019-11-14T00:02:06Z,Kiwanuka,Michael Kiwanuka,7,psychedelic soul
2019-11-15T03:29:20Z,COIN COIN Chapter Four: Memphis,Matana Roberts,9,avant-garde jazz;spoken word
2019-11-16T02:11:00Z,Hot Pink,Doja Cat,4,pop rap
2019-11-20T04:00:18Z,Lost Wisdom pt. 2,Mount Eerie with Julie Doiron,6,singer-songwriter;indie folk
2019-11-21T01:56:48Z,H.A.Q.Q.,Liturgy,9,transcendental black metal;modern classical;glitch
2019-11-23T02:09:33Z,Good Faith,Madeon,6,electropop;french house
2019-11-26T03:13:47Z,Sea of Worry,Have a Nice Life,3,goth rock;post-punk
2019-11-27T02:26:56Z,Everyday Life,Coldplay,5,pop rock
2019-11-30T01:03:04Z,A Love Letter to You 4,Trippie Redd,4,emo trap;pop rap;alternative r&b
2019-12-02T21:57:19Z,Polyhymnia,Yazz Ahmed,8,spiritual jazz;jazz fusion;arabic jazz
2019-12-03T19:40:36Z,II,TNGHT,7,trap;wonky;deconstructed club;glitch hop
2019-12-04T23:58:00Z,Hyperspace,Beck,4,synthpop;neo-psychedelia
2019-12-05T21:57:50Z,Generasian,Lim Kim,7,industrial hip hop;art pop;deconstructed club;korean folk
2019-12-06T22:26:34Z,Reflections,Hannah Diamond,6,electropop;bubblegum bass
2019-12-09T20:42:41Z,WWCD,Griselda,7,east coast hip hop;boom bap;gangsta rap
2019-12-11T21:17:03Z,Death Atlas,Cattle Decapitation,6,melodic tech death;deathgrind
2019-12-12T16:01:00Z,City as School,Uncommon Nasa & Kount Fif,5,east coast hip hop
2019-12-13T18:38:02Z,E,ECCO2K,7,alternative r&b;cloud rap;ambient pop
2019-12-15T01:53:00Z,the first glass beach album,glass beach,7,post-emo;power pop
2019-12-15T17:03:11Z,Fine Line,Harry Styles,5,pop soul;pop rock
2020-01-21T02:30:37Z,Music to Be Murdered By,Eminem,5,hardcore hip hop;trap rap;horrorcore
2020-01-22T03:02:08Z,Circles,Mac Miller,8,neo-soul;pop rap;singer-songwriter
2020-01-23T02:07:55Z,Self-Titled,Jackboys & Travis Scott,5,trap rap
2020-01-24T02:56:59Z,Heavy Is the Head,Stormzy,8,uk hip hop;pop rap;grime
2020-01-25T04:23:54Z,I Disagree,Poppy,8,alternative metal;electro-industrial;dream pop
2020-01-28T23:56:22Z,Vol. 2: As Good as Dead,City Morgue,7,trap metal;horrorcore;emo rap
2020-01-30T02:32:27Z,Please Excuse Me for Being Antisocial,Roddy Ricch,7,trap rap
2020-01-31T03:27:43Z,Modus Vivendi,070 Shake,5,alternative r&b;art pop;trap rap
2020-02-04T02:38:40Z,There Is No Year,Algiers,5,post-punk;soul
2020-02-05T03:39:57Z,High Road,Kesha,7,pop
2020-02-05T22:17:17Z,Funeral,Lil Wayne,4,hardcore hip hop;pop rap
2020-02-07T03:16:35Z,Mystic Familiar,Dan Deacon,8,neo-psychedelia;post-minimalism;indietronic;progressive pop
2020-02-08T02:37:53Z,Be Up a Hello,Squarepusher,7,drill 'n' bass;glitch;idm;ambient
2020-02-11T02:59:49Z,Father of All...,Green Day,0,no features;no swedish songwriters;no trap beats;100% pure uncut rock
2020-02-12T03:02:54Z,Unlocked,Denzel Curry x Kenny Beats,8,hardcore hip hop;boom bap;wonky
2020-02-13T02:08:37Z,2017–2019,Against All Logic,8,tech house;idm;deconstructed club
2020-02-14T02:12:52Z,Likewise,Frances Quinlan,6,singer-songwriter;indie pop
2020-02-15T17:44:17Z,West of Eden,HMLTD,8,post-punk;glam;art pop
2020-02-19T03:59:22Z,The Slow Rush,Tame Impala,6,neo-psychedelia;synthpop;nu-disco
2020-02-20T03:20:22Z,We're New Again,Gil-Scott Heron & Makaya McCraven,6,nu jazz;spoken word
2020-02-21T02:28:35Z,Mark Kozelek with Ben Boye and Jim White 2,Mark Kozelek with Ben Boye and Jim White,5,post-singer-songwriter;chamber folk;avant folk;spoken word
2020-02-22T02:26:43Z,No Future,EDEN,4,alternative r&b;indietronic
2020-02-25T03:32:50Z,Man Alive!,King Krule,8,art rock;post-punk;neo-psychedelia
2020-02-26T02:17:03Z,Map of the Soul: 7,BTS,5,k-pop;pop rap
2020-02-27T03:35:41Z,The Allegory,"Royce da 5'9""",6,conscious hip hop
2020-02-28T03:15:00Z,Miss Anthropocene,Grimes,4,synthpop;ethereal wave;electronica
2020-03-05T03:36:48Z,Suddenly,Caribou,7,indietronic;deep house;alternative r&b
2020-03-06T03:15:55Z,YHLQMDLG,Bad Bunny,7,reggaeton;latin trap
2020-03-07T15:00:14Z,None,gupi,7,bubblegum bass
2020-03-10T02:43:24Z,Eternal Atake,Lil Uzi Vert,4,trap rap
2020-03-11T02:03:09Z,Heavy Light,U.S. Girls,5,indie pop
2020-03-12T02:27:12Z,I Let It in and It Took Everything,Loathe,6,alternative metal
2020-03-13T02:47:24Z,Everything Is Beautiful & Everything Sucks,Princess Nokia,6,trap rap;hardcore hip hop;alternative r&b
2020-03-14T01:55:12Z,Suga,Megan Thee Stallion,5,trap rap
2020-03-17T02:17:33Z,LUV vs. the World 2,Lil Uzi Vert,5,trap rap
2020-03-18T02:09:48Z,Underneath,Code Orange,8,industrial metalcore
2020-03-19T02:45:05Z,A Written Testimony,Jay Electronica,5,conscious hip hop
2020-03-20T02:26:06Z,U-Void Synthesizer,Machine Girl,5,digital hardcore;cybergrind;electro-industrial
2020-03-21T19:56:03Z,Purple Moonlight Pages,R.A.P. Ferreira,8,jazz rap;abstract hip hop
2020-03-24T02:08:12Z,After Hours,The Weeknd,7,alternative r&b
2020-03-25T14:53:16Z,3.15.20,Childish Gambino,4,neo-soul;alternative hip hop
2020-03-26T16:00:21Z,Kiss My Super Bowl Ring,The Garden,6,synth punk;experimental rock
2020-03-27T19:14:13Z,The Common Task,Horse Lords,8,math rock;post-minimalism;drone
2020-03-31T04:19:39Z,Aporia,Sufjan Stevens & Lowell Brams,3,ambient
2020-04-01T02:11:23Z,Heaven or Hell,Don Toliver,5,trap rap
2020-04-02T02:46:05Z,Future Nostalgia,Dua Lipa,7,dance pop;nu-disco
2020-04-03T02:14:40Z,Cenizas,Nicolas Jaar,8,ambient;electroacoustic;art pop
2020-04-07T02:03:48Z,It Is What It Is,Thundercat,6,neo-soul;jazz-funk
2020-04-08T15:19:48Z,Saint Cloud,Waxahatchee,4,indie country
2020-04-09T16:37:05Z,Heaven to a Tortured Mind,Yves Tumor,7,art rock;glam;psychedelic soul
2020-04-10T17:01:05Z,Sixteen Oceans,Four Tet,4,microhouse;ambient
2020-04-11T20:44:49Z,Southside,Sam Hunt,1,bro-country
2020-04-14T02:21:56Z,Exeter,Bladee,5,experimental hip hop;art pop
2020-04-15T02:33:10Z,The New Abnormal,The Strokes,8,indie rock;post-punk revival;synthpop
2020-04-16T19:31:18Z,Spirituality and Distortion,Igorrr,5,black metal;breakcore;baroque music
2020-04-18T02:04:45Z,Song for Our Daughter,Laura Marling,9,singer-songwriter;chamber folk
2020-04-19T02:39:31Z,Blame It on Baby,DaBaby,4,trap rap
2020-04-21T02:37:31Z,Sawayama,Rina Sawayama,8,electropop;alternative r&b
2020-04-22T19:13:28Z,Fetch the Bolt Cutters,Fiona Apple,7,singer-songwriter;art pop
2020-04-24T02:00:56Z,Pray for Paris,Westside Gunn,6,east coast hip hop;hardcore hip hop
2020-04-25T01:52:10Z,Endless Wound,Black Curse,6,blackened death metal
2020-04-26T18:08:34Z,To Feel Alive,Kali Uchis,5,contemporary r&b;neo-soul
2020-04-29T01:45:30Z,Miss Colombia,Lido Pimienta,8,art pop;digital cumbia
2020-04-30T19:24:41Z,Innocent Country 2,Quelle Chris & Chris Keys,8,conscious hip hop;jazz rap;neo-soul
2020-05-01T20:43:03Z,Peaceful as Hell,Black Dresses,9,noise pop;electro-industrial
2020-05-03T15:03:14Z,Afterburner,Dance Gavin Dance,4,math rock;post-hardcore
2020-05-05T02:40:20Z,Dark Lane Demo Tapes,Drake,3,pop rap;trap;contemporary r&b
2020-05-06T02:16:46Z,Omens,Elder,5,prog rock;heavy psych
2020-05-07T02:18:54Z,Making a Door Less Open,Car Seat Headrest,5,indie rock;indietronic
2020-05-08T02:26:00Z,Shadow of Life,Umbra Vitae,5,deathcore
2020-05-09T15:32:43Z,Home Body,Dope Body,8,noise rock;acid punk
2020-05-14T16:46:33Z,Descendants of Cain,Ka,7,abstract hip hop;gangsta rap
2020-05-15T16:46:50Z,Un Canto por México Vol. 1,Natalia Lafourcade,8,mexican folk music
2020-05-16T20:47:32Z,Petals for Armor,Hayley Williams,5,art pop;art rock;new wave
2020-05-19T02:23:01Z,High Off Life,Future,3,trap rap
2020-05-20T01:25:16Z,how i'm feeling now,Charli XCX,8,electropop;bubblegum bass;quarantine bops
2020-05-21T02:05:40Z,Starz,Yung Lean,5,cloud rap;ambient pop;alternative r&b
2020-05-22T17:43:45Z,græ,Moses Sumney,7,art pop;neo-soul
2020-05-23T21:39:00Z,Set My Heart on Fire Immediately,Perfume Genius,8,art pop
2020-05-27T16:21:17Z,Notes on a Conditional Form,The 1975,5,pop rock;2-step;ambient
2020-05-28T16:03:21Z,Dedicated Side B,Carly Rae Jepsen,7,synthpop
2020-05-29T17:06:40Z,Dissimulation,KSI,4,pop rap
2020-05-31T02:11:56Z,NO DREAM,Jeff Rosenstock,8,pop punk;power pop
2020-06-02T01:27:19Z,Chromatica,Lady Gaga,7,dance-pop
2020-06-03T02:14:46Z,God Has Nothing to Do With This Leave Him Out of It,Backxwash,8,industrial hip hop;horrorcore
2020-06-04T03:26:58Z,Alfredo,Freddie Gibbs & The Alchemist,8,hardcore hip hop;gangsta rap
2020-06-05T02:29:41Z,Años en Infierno,Xibalba,6,death-doom
2020-06-07T01:25:03Z,Future Teenage Cave Artists,Deerhoof,8,experimental rock;noise pop;neo-psych
2020-06-09T02:50:13Z,RTJ4,Run the Jewels,8,hardcore hip hop
2020-06-11T20:38:52Z,Mestarin kynsi,Oranssi Pazuzu,7,psychedelic black metal
2020-06-12T22:11:29Z,Lil Boat 3,Lil Yachty,3,trap rap
2020-06-16T01:50:26Z,Shrines,Armand Hammer,7,abstract hip hop
2020-06-17T02:41:02Z,Ungodly Hour,Chloe x Halle,8,r&b;neo-soul;dance-pop
2020-06-18T17:46:52Z,True Opera,Moor Jewelry,8,noise rock;industrial;post-punk;no wave
2020-06-20T15:46:02Z,Grime MC,JME,7,grime;uk hip hop
2020-06-22T20:41:03Z,The GOAT,Polo G,7,(conscious) trap
2020-06-24T01:09:24Z,Punisher,Phoebe Bridgers,8,singer-songwriter;indie folk
2020-06-25T00:08:24Z,The Album,Teyana Taylor,5,contemporary r&b
2020-06-26T01:42:43Z,Planet's Mad,Baauer,7,edm
2020-06-30T01:44:27Z,KiCk i,Arca,7,art pop;deconstructed reggaeton;glitch hop
2020-07-01T01:16:56Z,Mordechai,Khruangbin,3,psych rock;wallpaper funk
2020-07-02T16:40:19Z,Women in Music Pt. III,HAIM,8,indie pop;soft rock
2020-07-03T18:31:06Z,What's Your Pleasure?,Jessie Ware,9,dance-pop;disco
2020-07-07T01:44:58Z,"Shoot for the Stars, Aim for the Moon",Pop Smoke,6,new york drill;pop rap
2020-07-08T19:32:01Z,Inlet,Hum,5,shoegaze;alternative metal;space rock
2020-07-09T20:37:58Z,Rough and Rowdy Ways,Bob Dylan,5,singer-songwriter;blues rock;americana
2020-07-10T22:05:51Z,No,Boris,8,crust punk;sludge metal;crossover thrash;japanese hardcore
2020-07-14T01:46:58Z,Legends Never Die,Juice WRLD,7,emo trap;cloud rap
2020-07-15T02:46:57Z,1000 gecs and the Tree of Clues,100 gecs,7,lots of gecs
2020-07-16T23:57:07Z,Weight of the World,MIKE,4,abstract hip hop
2020-07-21T02:28:39Z,Im Wald,Paysage d'Hiver,3,atmospheric black metal
2020-07-22T01:34:02Z,Ugly Is Beautiful,Oliver Tree,7,alt rock;electropop;rap
2020-07-23T02:41:36Z,Telas,Nicolas Jaar,6,glitch;electroacoustic;ambient
2020-07-24T02:26:42Z,Self-Titled,Lianne La Havas,8,singer-songwriter;neo-soul
2020-07-25T19:11:46Z,Miles,Blu & Exile,9,conscious hip hop;jazz rap
2020-07-28T02:57:00Z,No Pressure,Logic,7,east coast hip hop;pop rap
2020-07-29T01:54:15Z,Folklore,Taylor Swift,7,folk pop
2020-07-30T17:53:26Z,333,Bladee,6,art pop;cloud rap
2020-07-31T22:39:43Z,Love + Light,Daniel Avery,5,ambient techno
2020-08-04T01:36:23Z,What Could Possibly Go Wrong,Dominic Fike,4,alternative r&b
2020-08-05T18:35:56Z,Alphaville,Imperial Triumphant,8,avant-garde metal
2020-08-07T02:32:40Z,Ultimate Success Today,Protomartyr,6,post-punk
2020-08-08T16:42:55Z,Quarantine Casanova,Chromeo,7,electro-disco;funktronic;synthpop
2020-08-11T02:55:46Z,Limbo,Aminé,7,west coast hip hop;trap rap
2020-08-12T02:19:48Z,Last Year Was Weird Vol. 2,Tkay Maidza,9,pop rap;hardcore hip hop;neo-soul
2020-08-14T18:49:40Z,Top Shotta,NLE Choppa,6,trap rap
2020-08-18T02:47:55Z,Microphones in 2020,the Microphones,7,microphones... in 2020
2020-08-19T01:57:41Z,Immersion,Primitive Man,7,sludge metal;doom metal
2020-08-19T22:59:47Z,Toxic Boogaloo,City Morgue,5,trap metal
2020-08-21T03:11:12Z,7G,A. G. Cook,6,everything a. g. cook does
2020-08-22T18:35:11Z,A Hero's Death,Fontaines D.C.,4,post-punk
2020-08-25T02:18:23Z,King's Disease,Nas,7,east coast hip hop
2020-08-26T02:25:45Z,Imploding the Mirage,The Killers,5,heartland rock;new wave;pop rock
2020-08-27T01:57:13Z,"Down in the Weeds, Where the World Once Was",Bright Eyes,6,indie folk;alt-country
2020-08-28T18:44:35Z,The Consuming Flame: Open Exercises in Group Form,Matmos,8,idm;plunderphonics;musique concrete;interstellar collaboration
2020-09-01T01:39:48Z,Energy,Disclosure,6,uk garage;house
2020-09-02T01:57:04Z,Smile,Katy Perry,4,pop
2020-09-02T23:49:49Z,CTV3: Cool Tape Vol. 3,Jaden,5,pop rap;indie pop
2020-09-04T18:13:17Z,Self-Titled,Spirit Possession,7,black metal
2020-09-08T01:40:55Z,TattleTales,6ix9ine,3,trap rap;reggaeton
2020-09-09T02:12:51Z,Detroit 2,Big Sean,7,pop rap;conscious hip hop
2020-09-10T21:30:28Z,Cumbia Siglo XXI,Meridian Brothers,8,digital cumbia
2020-09-11T20:07:42Z,Inner Song,Kelly Lee Owens,6,techno;ambient pop
2020-09-12T20:34:29Z,Zeros,Declan McKenna,5,glam rock
2020-09-15T02:00:58Z,From King to a GOD,Conway the Machine,8,east coast hip hop
2020-09-16T02:38:28Z,Moonchild,NIKI,5,electropop;r&b
2020-09-17T02:01:35Z,American Head,The Flaming Lips,8,psych pop
2020-09-18T02:20:58Z,Shabrang,Sevdaliza,8,art pop;trip hop;alternative r&b
2020-09-19T16:57:21Z,Re-Animator,Everything Everything,6,progressive pop;art rock;indietronic
2020-09-22T02:08:56Z,Apple,A. G. Cook,5,bubblegum bass;electropop;deconstructed club
2020-09-23T01:42:23Z,Virgo World,Lil Tecca,3,pop rap
2020-09-24T18:31:06Z,Protean Threat,Osees (Oh Sees),6,garage punk;psych rock
2020-09-25T23:19:05Z,Notre​-​Dame​-​des​-​Sept​-​Douleurs,Klô Pelgag,7,art pop;nouvelle chanson
2020-09-27T15:52:17Z,Shore,Fleet Foxes,7,indie folk;chamber pop
2020-09-29T01:45:29Z,Nectar,Joji,6,alternative r&b
2020-10-01T03:10:22Z,Ultra Mono,Idles,8,post-punk
2020-10-02T02:20:10Z,Ohms,Deftones,3,alt-metal
2020-10-03T02:34:14Z,The Ascension,Sufjan Stevens,6,indietronic;art pop
2020-10-06T02:28:45Z,Mouth Dreams,Neil Cicierega,4,memetic mashups
2020-10-07T03:01:38Z,Spilligion,Spillage Village,5,southern hip hop;neo-soul
2020-10-08T02:28:42Z,Savage Mode II,21 Savage & Metro Boomin,7,trap rap
2020-10-09T01:39:31Z,The Album,BLACKPINK,6,k-pop
2020-10-10T19:20:26Z,All Thoughts Fly,Anna von Hausswolff,7,church organ drones
2020-10-14T19:32:12Z,Van,Clown Core,7,electrogrind;avant-garde jazz;noisecore;drum n bass
2020-10-15T23:53:51Z,New Beginnings,Reason,3,west coast hip hop
2020-10-16T20:06:35Z,Act II: The Patents of Nobility (The Turn),Jay Electronica,4,abstract hip hop
2020-10-17T16:14:51Z,Róisín Machine,Róisín Murphy,5,nu-disco;dance-pop
2020-10-20T02:06:31Z,Lament,Touché Amoré,6,post-hardcore
2020-10-21T02:26:52Z,"Streams of Thought, Vol. 3: Cane and Abel",Black Thought,7,conscious hip hop
2020-10-22T14:38:18Z,My Agenda,Dorian Electra,8,bubblegum bass;industrial pop;brostep;trap
2020-10-23T17:07:51Z,Burden of Proof,Benny the Butcher,7,east coast hip hop;gangsta rap
2020-10-24T18:03:06Z,DISCO4 :: PART I,HEALTH,6,collaborative electro-industrial
2020-10-27T01:45:19Z,"Song Machine, Season One: Strange Timez",Gorillaz,8,synthpop;alternative hip hop
2020-10-28T02:57:27Z,Visions of Bodies Being Burned,clipping.,9,horrorcore;industrial hip hop;noise;dark ambient
2020-10-29T19:03:27Z,"Anime, Trauma & Divorce",Open Mike Eagle,6,alternative hip hop
2020-10-30T17:27:28Z,Pixel Bath,Jean Dawson,7,genre-blending indie pop
2020-10-31T18:03:35Z,Songs,Adrianne Lenker,8,singer-songwriter;indie folk
2020-11-03T03:15:43Z,Pegasus,Trippie Redd,1,pop rap;emo trap
2020-11-04T04:53:38Z,POST HUMAN: SURVIVAL HORROR,Bring Me the Horizon,8,alt metal
2020-11-05T02:42:06Z,Positions,Ariana Grande,5,pop
2020-11-06T03:22:57Z,Extinction Level Event 2: The Wrath of God,Busta Rhymes,6,apocalypse-hop
2020-11-07T18:21:13Z,Magic Oneohtrix Point Never,Oneohtrix Point Never,6,neo-psych;ambient;hypnagogic pop;ode to radio
2020-11-11T03:30:27Z,Disco,Kylie Minogue,6,what the title says
2020-11-15T18:53:54Z,Crack a Light,Dope Body,6,noise rock;post-hardcore
2020-11-17T02:46:29Z,Pluto x Baby Pluto,Future & Lil Uzi Vert,4,trap rap
2020-11-18T02:49:06Z,Starting Over,Chris Stapleton,8,country
2020-11-19T04:51:40Z,Lesions of a Different Kind,Undeath,8,death metal
2020-11-20T03:22:16Z,Spirit World Field Guide,Aesop Rock,7,abstract hip hop
2020-11-22T17:42:57Z,Lamentations,William Basinski,7,ambient;tape music
2020-11-24T03:22:13Z,Good News,Megan Thee Stallion,6,pop rap;southern hip hop
2020-11-25T03:03:50Z,K.G.,King Gizzard & the Lizard Wizard,6,microtonal psych rock
2020-11-26T02:08:33Z,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,7,neo-soul;reggaeton;latin pop
2020-11-29T19:29:36Z,Origin of the Alimonies,Liturgy,8,transcendental black metal;opera;avant-garde metal;classical;experimental hip hop;experimental rock
2020-12-01T22:19:05Z,Plastic Hearts,Miley Cyrus,6,pop rock;synthpop;eighties vibes
2020-12-03T02:32:52Z,El Último Tour del Mundo,Bad Bunny,5,latin trap;reggaeton
2020-12-03T18:32:24Z,"pink, black, and orange in the corners.",lobsterfight,7,lo-fi indie;midwest emo;experimental rock;noise pop
2020-12-05T00:29:40Z,Little Dominiques Nosebleed,The Koreatown Oddity,8,abstract hip hop;jazz rap
2020-12-06T18:09:36Z,Manger on McNichols,Boldy James & Sterling Toles,8,introspective gangsta rap;chamber jazz
2020-12-08T03:14:26Z,Nightmare Vacation,Rico Nasty,7,trap rap;hardcore hip hop
2020-12-09T03:33:27Z,Windswept Adan,Ichiko Aoba,9,chamber folk;ambient
2020-12-10T05:35:09Z,Doped Runner Verse,Them Airs,7,art punk;post-punk;noise rock;experimental rock;indie rock;lo-fi indie
2020-12-12T18:18:09Z,That's What They All Say,Jack Harlow,4,pop rap
2020-12-15T03:31:17Z,Man on the Moon III: The Chosen,Kid Cudi,7,psych trap
2020-12-16T03:51:40Z,Evermore,Taylor Swift,7,folk pop
2020-12-17T04:00:34Z,We Will Always Love You,The Avalanches,5,sampledelica;neo-soul;nu-disco
2021-01-13T03:51:19Z,Whole Lotta Red,Playboi Carti,5,experimental hip hop;vamp trap;tread punk
2021-01-14T03:29:50Z,Music to Be Murdered By – Side B,Eminem,3,horrorcore;hardcore hip hop;pop rap
2021-01-15T04:16:17Z,Welfare Jazz,Viagra Boys,8,art punk;punk blues;cowpunk
2021-01-19T03:04:43Z,Drunk Tank Pink,Shame,6,post-punk
2021-01-20T04:13:30Z,Charmed,DJ Sabrina the Teenage DJ,6,all sorts of house;plunderphonics;90s nostalgia
2021-01-21T20:13:53Z,Song of Sage: Post Panic!,Navy Blue,7,abstract hip hop
2021-01-22T23:34:10Z,Heaux Tales,Jazmine Sullivan,8,r&b
2021-01-26T03:16:43Z,Isles,Bicep,5,uk garage;ambient house
2021-01-27T04:10:27Z,BRASS,Moor Mother & billy woods,8,abstract hip hop
2021-01-29T04:31:39Z,bob's son,R.A.P. Ferreira,6,abstract hip hop;jazz poetry
2021-01-30T18:52:02Z,Demidevil,Ashnikko,6,pop rap
2021-02-02T03:14:34Z,OK Human,Weezer,8,pop rock;baroque pop
2021-02-03T03:05:13Z,We Are Always Alone,Portrayal of Guilt,6,screamo;black metal
2021-02-04T02:33:30Z,Sound Ancestors,Madlib,7,instrumental hip hop
2021-02-05T03:20:02Z,I've Seen All I Need to See,The Body,7,drone metal;noise
2021-02-09T04:37:11Z,Medicine at Midnight,Foo Fighters,5,hard rock
2021-02-10T04:28:59Z,For the first time,"Black Country, New Road",8,art rock;post-punk;klezmer
2021-02-11T04:53:23Z,FLOWERS for VASES / descansos,Hayley Williams,5,singer-songwriter;indie folk
2021-02-12T03:48:20Z,Ignorance,The Weather Station,5,indie pop
2021-02-16T05:18:16Z,Life Rolls On,Florida Georgia Line,3,pop country;bro-country
2021-02-17T03:13:43Z,TYRON,slowthai,8,trap rap;uk hip hop
2021-02-18T02:54:58Z,Who Am I?,Pale Waves,5,pop rock
2021-02-19T02:58:24Z,Forever in Your Heart,Black Dresses,8,electro-industrial;glitch pop
